company,founded_year,sector,subsector,country,city,funding_usd_millions,valuation_usd_millions,employees,startup_stage,profitable,is_unicorn,data_source,company_key
Pat McGrath Labs,2018,Consumer & Retail,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,pat mcgrath labs
Wacai,2018,Financial Services,,China,Hangzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,wacai
FlashEx,2018,Industrials,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,flashex
Banma Network Technologies,2018,Industrials,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,banma network technologies
Tresata,2018,Financial Services,,United States,Charlotte,,1000.0,,Unicorn,,True,Unicorn Dataset,tresata
Momenta,2018,Industrials,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,momenta
Hosjoy,2018,Consumer & Retail,,China,Nanjing,,1000.0,,Unicorn,,True,Unicorn Dataset,hosjoy
Omio,2018,Consumer & Retail,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,omio
TERMINUS Technology,2018,Industrials,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,terminus technology
BitFury,2018,Enterprise Tech,,Netherlands,Amsterdam,,1000.0,,Unicorn,,True,Unicorn Dataset,bitfury
REEF Technology,2018,Industrials,,United States,Miami,,1000.0,,Unicorn,,True,Unicorn Dataset,reef technology
Globality,2019,Enterprise Tech,,United States,Menlo Park,,1000.0,,Unicorn,,True,Unicorn Dataset,globality
Ynsect,2019,Industrials,,France,Evry,,1000.0,,Unicorn,,True,Unicorn Dataset,ynsect
Poizon,2019,Consumer & Retail,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,poizon
SITECH DEV,2019,Industrials,,China,Guiyang,,1000.0,,Unicorn,,True,Unicorn Dataset,sitech dev
KnowBox,2019,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,knowbox
Yanolja,2019,Consumer & Retail,,South Korea,Seoul,,1000.0,,Unicorn,,True,Unicorn Dataset,yanolja
Meero,2019,Media & Entertainment,,France,Paris,,1000.0,,Unicorn,,True,Unicorn Dataset,meero
Ibotta,2019,Consumer & Retail,,United States,Denver,,1000.0,,Unicorn,,True,Unicorn Dataset,ibotta
C2FO,2019,Financial Services,,United States,Leawood,,1000.0,,Unicorn,,True,Unicorn Dataset,c2fo
Numbrs,2019,Financial Services,,Switzerland,Zurich,,1000.0,,Unicorn,,True,Unicorn Dataset,numbrs
EBANX,2019,Financial Services,,Brazil,Curitiba,,1000.0,,Unicorn,,True,Unicorn Dataset,ebanx
KK Group,2019,Consumer & Retail,,China,Dongguan,,3000.0,,Unicorn,,True,Unicorn Dataset,kk group
Hotmart,2020,Consumer & Retail,,Netherlands,Amsterdam,,1000.0,,Unicorn,,True,Unicorn Dataset,hotmart
Dubizzle Group,2020,Consumer & Retail,,United Arab Emirates,Dubai,,1000.0,,Unicorn,,True,Unicorn Dataset,dubizzle group
Quizlet,2020,Consumer & Retail,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,quizlet
Orca Bio,2020,Healthcare & Life Sciences,,United States,Menlo Park,,1000.0,,Unicorn,,True,Unicorn Dataset,orca bio
Infobip,2020,Enterprise Tech,,Croatia,Vodnjan,,1000.0,,Unicorn,,True,Unicorn Dataset,infobip
Zwift,2020,Healthcare & Life Sciences,,United States,Long Beach,,1000.0,,Unicorn,,True,Unicorn Dataset,zwift
Playco,2020,Media & Entertainment,,Japan,Tokyo,,1000.0,,Unicorn,,True,Unicorn Dataset,playco
Gousto,2020,Consumer & Retail,,United Kingdom,London,,1700.0,,Unicorn,,True,Unicorn Dataset,gousto
Alation,2021,Enterprise Tech,,United States,Redwood City,,1700.0,,Unicorn,,True,Unicorn Dataset,alation
Boom Supersonic,2020,Industrials,,United States,Englewood,,1000.0,,Unicorn,,True,Unicorn Dataset,boom supersonic
Quantum Metric,2021,Enterprise Tech,,United States,Colorado Springs,,1000.0,,Unicorn,,True,Unicorn Dataset,quantum metric
News Break,2021,Media & Entertainment,,United States,Mountain View,,1000.0,,Unicorn,,True,Unicorn Dataset,news break
MadeiraMadeira,2021,Consumer & Retail,,Brazil,Parana,,1000.0,,Unicorn,,True,Unicorn Dataset,madeiramadeira
PPRO,2021,Financial Services,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,ppro
Splashtop,2021,Enterprise Tech,,United States,San Jose,,1000.0,,Unicorn,,True,Unicorn Dataset,splashtop
Flash Express,2021,Industrials,,Thailand,Bangkok,,1000.0,,Unicorn,,True,Unicorn Dataset,flash express
Axiom Space,2021,Industrials,,United States,Houston,,1000.0,,Unicorn,,True,Unicorn Dataset,axiom space
Locus Robotics,2021,Industrials,,United States,Wilmington,,1000.0,,Unicorn,,True,Unicorn Dataset,locus robotics
Standard AI,2021,Consumer & Retail,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,standard ai
Newsela,2021,Consumer & Retail,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,newsela
Aqua Security,2021,Enterprise Tech,,Israel,Ramat Gan,,1000.0,,Unicorn,,True,Unicorn Dataset,aqua security
PatSnap,2021,Enterprise Tech,,Singapore,Singapore City,,1000.0,,Unicorn,,True,Unicorn Dataset,patsnap
Evidation,2021,Healthcare & Life Sciences,,United States,San Mateo,,1000.0,,Unicorn,,True,Unicorn Dataset,evidation
Sidecar Health,2021,Healthcare & Life Sciences,,United States,El Segundo,,1000.0,,Unicorn,,True,Unicorn Dataset,sidecar health
Feedzai,2021,Financial Services,,United States,San Mateo,,1000.0,,Unicorn,,True,Unicorn Dataset,feedzai
Yunxuetang,2021,Enterprise Tech,,China,Suzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,yunxuetang
Cameo,2021,Media & Entertainment,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,cameo
Hyperchain,2021,Enterprise Tech,,China,Hangzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,hyperchain
The Zebra,2021,Insurance,,United States,Austin,,1000.0,,Unicorn,,True,Unicorn Dataset,the zebra
Groq,2021,Enterprise Tech,,United States,Mountain View,,1000.0,,Unicorn,,True,Unicorn Dataset,groq
Fiture,2021,Healthcare & Life Sciences,,China,Chengdu,,1000.0,,Unicorn,,True,Unicorn Dataset,fiture
Injective,2021,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,injective
Sift,2021,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,sift
Teya,2021,Financial Services,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,teya
Capsule,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,capsule
MOLOCO,2021,Enterprise Tech,,United States,Redwood City,,1500.0,,Unicorn,,True,Unicorn Dataset,moloco
Inari,2021,Industrials,,United States,Cambridge,,1650.0,,Unicorn,,True,Unicorn Dataset,inari
Mux,2021,Media & Entertainment,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,mux
XForcePlus,2021,Enterprise Tech,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,xforceplus
Augustinus Bader,2022,Consumer & Retail,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,augustinus bader
Shift,2021,Insurance,,France,Paris,,1000.0,,Unicorn,,True,Unicorn Dataset,shift
TensTorrent,2021,Enterprise Tech,,Canada,Toronto,,1000.0,,Unicorn,,True,Unicorn Dataset,tenstorrent
Zihaiguo,2021,Consumer & Retail,,China,Chongqing,,1000.0,,Unicorn,,True,Unicorn Dataset,zihaiguo
Forte Labs,2021,Media & Entertainment,,United States,San Francisco,,1730.0,,Unicorn,,True,Unicorn Dataset,forte labs
Axtria,2021,Enterprise Tech,,United States,Berkeley Heights,,1000.0,,Unicorn,,True,Unicorn Dataset,axtria
Amount,2021,Financial Services,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,amount
Vise,2021,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,vise
Printful,2021,Consumer & Retail,,United States,Charlotte,,1000.0,,Unicorn,,True,Unicorn Dataset,printful
Matrixport,2021,Financial Services,,Singapore,Singapore City,,1050.0,,Unicorn,,True,Unicorn Dataset,matrixport
Shippo,2021,Industrials,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,shippo
Thirty Madison,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,thirty madison
LetsGetChecked,2021,Healthcare & Life Sciences,,Ireland,Dublin,,1000.0,,Unicorn,,True,Unicorn Dataset,letsgetchecked
EcoFlow,2021,Industrials,,China,Shenzhen,,1000.0,,Unicorn,,True,Unicorn Dataset,ecoflow
Carro,2021,Industrials,,Singapore,Singapore City,,1000.0,,Unicorn,,True,Unicorn Dataset,carro
Tractable,2021,Insurance,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,tractable
Xiaoe Tech,2021,Enterprise Tech,,China,Shenzhen,,1000.0,,Unicorn,,True,Unicorn Dataset,xiaoe tech
Bringg,2021,Enterprise Tech,,Israel,Tel Aviv,,1000.0,,Unicorn,,True,Unicorn Dataset,bringg
Simply,2021,Media & Entertainment,,Israel,Tel Aviv,,1000.0,,Unicorn,,True,Unicorn Dataset,simply
Worldcoin,2021,Financial Services,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,worldcoin
SmartAsset,2021,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,smartasset
Morning Consult,2021,Enterprise Tech,,United States,Washington DC,,1000.0,,Unicorn,,True,Unicorn Dataset,morning consult
Visier,2021,Enterprise Tech,,Canada,Vancouver,,1000.0,,Unicorn,,True,Unicorn Dataset,visier
ShipBob,2021,Consumer & Retail,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,shipbob
MobileCoin,2021,Financial Services,,United States,San Francisco,,1060.0,,Unicorn,,True,Unicorn Dataset,mobilecoin
Amperity,2021,Enterprise Tech,,United States,Seattle,,1000.0,,Unicorn,,True,Unicorn Dataset,amperity
Pantheon Systems,2021,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,pantheon systems
Xiaoice,2021,Media & Entertainment,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,xiaoice
Caidya,2021,Healthcare & Life Sciences,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,caidya
Carson Group,2021,Financial Services,,United States,Lincoln,,1000.0,,Unicorn,,True,Unicorn Dataset,carson group
NIUM,2021,Financial Services,,Singapore,Singapore City,,2000.0,,Unicorn,,True,Unicorn Dataset,nium
Human Interest,2021,Financial Services,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,human interest
Bluecore,2021,Consumer & Retail,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,bluecore
Freshbooks,2021,Enterprise Tech,,Canada,Toronto,,1000.0,,Unicorn,,True,Unicorn Dataset,freshbooks
Snorkel AI,2021,Enterprise Tech,,United States,Palo Alto,,1000.0,,Unicorn,,True,Unicorn Dataset,snorkel ai
Gelato,2021,Consumer & Retail,,Norway,Oslo,,1000.0,,Unicorn,,True,Unicorn Dataset,gelato
Maven,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,maven
PicsArt,2021,Media & Entertainment,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,picsart
1KMXC,2021,Industrials,,China,Hangzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,1kmxc
Cider,2021,Consumer & Retail,,Hong Kong,Hong Kong,,1000.0,,Unicorn,,True,Unicorn Dataset,cider
Berlin Brands Group,2021,Consumer & Retail,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,berlin brands group
Agile Robots,2021,Industrials,,Germany,Munich,,1000.0,,Unicorn,,True,Unicorn Dataset,agile robots
Mammoth Biosciences,2021,Healthcare & Life Sciences,,United States,Brisbane,,1000.0,,Unicorn,,True,Unicorn Dataset,mammoth biosciences
Orchard,2021,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,orchard
Xendit,2021,Financial Services,,Indonesia,Jakarta,,1000.0,,Unicorn,,True,Unicorn Dataset,xendit
TrueLayer,2021,Financial Services,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,truelayer
Assembly,2021,Consumer & Retail,,United States,Culver City,,1000.0,,Unicorn,,True,Unicorn Dataset,assembly
PandaDoc,2021,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,pandadoc
Keenon Robotics,2021,Industrials,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,keenon robotics
HAYDON,2021,Consumer & Retail,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,haydon
Ninja Van,2021,Consumer & Retail,,Singapore,Singapore City,,1000.0,,Unicorn,,True,Unicorn Dataset,ninja van
Vedantu,2021,Consumer & Retail,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,vedantu
Formation Bio,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,formation bio
Ajaib,2021,Financial Services,,Indonesia,Jakarta,,1000.0,,Unicorn,,True,Unicorn Dataset,ajaib
Licious,2021,Consumer & Retail,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,licious
Masterworks,2021,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,masterworks
Chronosphere,2021,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,chronosphere
Solo.io,2021,Enterprise Tech,,United States,Cambridge,,1000.0,,Unicorn,,True,Unicorn Dataset,solo.io
Savage X Fenty,2021,Consumer & Retail,,United States,El Segundo,,1000.0,,Unicorn,,True,Unicorn Dataset,savage x fenty
Swile,2021,Enterprise Tech,,France,Montpellier,,1000.0,,Unicorn,,True,Unicorn Dataset,swile
MobiKwik,2021,Financial Services,,India,Gurugram,,1000.0,,Unicorn,,True,Unicorn Dataset,mobikwik
Weights & Biases,2021,Enterprise Tech,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,weights & biases
Zopa,2021,Financial Services,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,zopa
Dental Monitoring,2021,Healthcare & Life Sciences,,France,Paris,,1000.0,,Unicorn,,True,Unicorn Dataset,dental monitoring
CargoX,2021,Industrials,,Brazil,Sao Paulo,,1000.0,,Unicorn,,True,Unicorn Dataset,cargox
Fabric,2021,Consumer & Retail,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,fabric
Augury,2021,Industrials,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,augury
Moka,2021,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,moka
Tezign,2021,Enterprise Tech,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,tezign
Vagaro,2021,Consumer & Retail,,United States,Dublin,,1000.0,,Unicorn,,True,Unicorn Dataset,vagaro
IGAWorks,2021,Enterprise Tech,,South Korea,Seoul,,1000.0,,Unicorn,,True,Unicorn Dataset,igaworks
Contrast Security,2021,Enterprise Tech,,United States,Los Altos,,1000.0,,Unicorn,,True,Unicorn Dataset,contrast security
Wrapbook,2021,Media & Entertainment,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,wrapbook
Gaussian Robotics,2021,Industrials,,China,Shanghai,,1100.0,,Unicorn,,True,Unicorn Dataset,gaussian robotics
Mensa Brands,2021,Consumer & Retail,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,mensa brands
Heyday,2021,Consumer & Retail,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,heyday
PLACE,2021,Financial Services,,United States,Bellingham,,1000.0,,Unicorn,,True,Unicorn Dataset,place
Stytch,2021,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,stytch
Owkin,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,owkin
Expel,2021,Enterprise Tech,,United States,Herndon,,1000.0,,Unicorn,,True,Unicorn Dataset,expel
NoBroker,2021,Financial Services,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,nobroker
Lessen,2021,Financial Services,,United States,Scottsdale,,1000.0,,Unicorn,,True,Unicorn Dataset,lessen
Clara,2021,Financial Services,,Mexico,Mexico City,,1000.0,,Unicorn,,True,Unicorn Dataset,clara
YipitData,2021,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,yipitdata
Anyscale,2021,Enterprise Tech,,United States,Berkeley,,1000.0,,Unicorn,,True,Unicorn Dataset,anyscale
Iodine Software,2021,Healthcare & Life Sciences,,United States,Austin,,1000.0,,Unicorn,,True,Unicorn Dataset,iodine software
ReliaQuest,2021,Enterprise Tech,,United States,Tampa,,1000.0,,Unicorn,,True,Unicorn Dataset,reliaquest
Pet Circle,2021,Consumer & Retail,,Australia,Alexandria,,1000.0,,Unicorn,,True,Unicorn Dataset,pet circle
Nature's Fynd,2021,Consumer & Retail,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,nature's fynd
Lydia,2021,Financial Services,,France,Paris,,1000.0,,Unicorn,,True,Unicorn Dataset,lydia
SellerX,2021,Consumer & Retail,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,sellerx
SnapLogic,2021,Enterprise Tech,,United States,San Mateo,,1000.0,,Unicorn,,True,Unicorn Dataset,snaplogic
Cadence,2021,Healthcare & Life Sciences,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,cadence
Noname Security,2021,Enterprise Tech,,United States,Palo Alto,,1000.0,,Unicorn,,True,Unicorn Dataset,noname security
Rothy's,2021,Consumer & Retail,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,rothy's
VOI,2021,Industrials,,Sweden,Stockholm,,1000.0,,Unicorn,,True,Unicorn Dataset,voi
Haomo.AI,2021,Industrials,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,haomo.ai
Kopi Kenangan,2021,Consumer & Retail,,Indonesia,Jakarta,,1000.0,,Unicorn,,True,Unicorn Dataset,kopi kenangan
InFarm,2021,Industrials,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,infarm
ONE,2021,Media & Entertainment,,Singapore,Singapore City,,1000.0,,Unicorn,,True,Unicorn Dataset,one
Fractal Analytics,2022,Enterprise Tech,,India,Mumbai,,1000.0,,Unicorn,,True,Unicorn Dataset,fractal analytics
Assent,2022,Industrials,,Canada,Ottawa,,1000.0,,Unicorn,,True,Unicorn Dataset,assent
Placer.ai,2022,Consumer & Retail,,United States,Los Altos,,1000.0,,Unicorn,,True,Unicorn Dataset,placer.ai
Pentera,2022,Enterprise Tech,,Israel,Petah Tikva,,1000.0,,Unicorn,,True,Unicorn Dataset,pentera
Darwinbox,2022,Enterprise Tech,,India,Hyderabad,,1000.0,,Unicorn,,True,Unicorn Dataset,darwinbox
Minio,2022,Enterprise Tech,,United States,Palo Alto,,1000.0,,Unicorn,,True,Unicorn Dataset,minio
Esusu,2022,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,esusu
Betterfly,2022,Enterprise Tech,,Chile,Santiago,,1000.0,,Unicorn,,True,Unicorn Dataset,betterfly
Dune Analytics,2022,Enterprise Tech,,Norway,Oslo,,1000.0,,Unicorn,,True,Unicorn Dataset,dune analytics
Scandit,2022,Enterprise Tech,,Switzerland,Zurich,,1000.0,,Unicorn,,True,Unicorn Dataset,scandit
Payhawk,2022,Enterprise Tech,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,payhawk
Watershed,2022,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,watershed
Axelar,2022,Enterprise Tech,,Canada,Waterloo,,1000.0,,Unicorn,,True,Unicorn Dataset,axelar
CHEQ,2022,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,cheq
Hasura,2022,Enterprise Tech,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,hasura
Timescale,2022,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,timescale
Scalapay,2022,Financial Services,,Italy,Milan,,1000.0,,Unicorn,,True,Unicorn Dataset,scalapay
Omada Health,2022,Healthcare & Life Sciences,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,omada health
BlueVoyant,2022,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,bluevoyant
Vendr,2022,Enterprise Tech,,United States,Boston,,1000.0,,Unicorn,,True,Unicorn Dataset,vendr
Gauntlet Networks,2022,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,gauntlet networks
Aptos,2022,Enterprise Tech,,United States,Palo Alto,,1000.0,,Unicorn,,True,Unicorn Dataset,aptos
Glia,2022,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,glia
CommerceIQ,2022,Consumer & Retail,,United States,Palo Alto,,1000.0,,Unicorn,,True,Unicorn Dataset,commerceiq
RapidAPI,2022,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,rapidapi
Tarana Wireless,2022,Industrials,,United States,Milpitas,,1000.0,,Unicorn,,True,Unicorn Dataset,tarana wireless
FLASH,2022,Industrials,,United States,Austin,,1000.0,,Unicorn,,True,Unicorn Dataset,flash
Electric,2022,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,electric
BostonGene,2022,Healthcare & Life Sciences,,United States,Waltham,,1000.0,,Unicorn,,True,Unicorn Dataset,bostongene
Grover,2022,Consumer & Retail,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,grover
Genies,2022,Media & Entertainment,,United States,Venice,,1000.0,,Unicorn,,True,Unicorn Dataset,genies
Oyster,2022,Enterprise Tech,,United States,Wilmington,,1000.0,,Unicorn,,True,Unicorn Dataset,oyster
NexHealth,2022,Healthcare & Life Sciences,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,nexhealth
UPSIDE Foods,2022,Consumer & Retail,,United States,Berkeley,,1000.0,,Unicorn,,True,Unicorn Dataset,upside foods
Factorial,2022,Enterprise Tech,,Spain,Barcelona,,1000.0,,Unicorn,,True,Unicorn Dataset,factorial
Divergent 3D,2022,Industrials,,United States,Torrance,,1000.0,,Unicorn,,True,Unicorn Dataset,divergent 3d
Taxfix,2022,Financial Services,,Germany,Berlin,,1000.0,,Unicorn,,True,Unicorn Dataset,taxfix
Open,2022,Financial Services,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,open
Opn,2022,Financial Services,,Japan,Tokyo,,1000.0,,Unicorn,,True,Unicorn Dataset,opn
Remarkable,2022,Consumer & Retail,,Norway,Oslo,,1000.0,,Unicorn,,True,Unicorn Dataset,remarkable
Habi,2022,Financial Services,,Colombia,Bogota,,1000.0,,Unicorn,,True,Unicorn Dataset,habi
CareBridge,2022,Healthcare & Life Sciences,,United States,Nashville,,1000.0,,Unicorn,,True,Unicorn Dataset,carebridge
Immuta,2022,Enterprise Tech,,United States,Boston,,1000.0,,Unicorn,,True,Unicorn Dataset,immuta
JupiterOne,2022,Enterprise Tech,,United States,Morrisville,,1000.0,,Unicorn,,True,Unicorn Dataset,jupiterone
Vayyar,2022,Industrials,,Israel,Yehud,,1000.0,,Unicorn,,True,Unicorn Dataset,vayyar
LeadSquared,2022,Enterprise Tech,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,leadsquared
FourKites,2022,Enterprise Tech,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,fourkites
VulcanForms,2022,Industrials,,United States,Burlington,,1000.0,,Unicorn,,True,Unicorn Dataset,vulcanforms
SingleStore,2022,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,singlestore
Unstoppable Domains,2022,Media & Entertainment,,United States,Las Vegas,,1000.0,,Unicorn,,True,Unicorn Dataset,unstoppable domains
